ClubTime                      PlayerTime                    EquipmentTime                 PlayerClubTime                PlayerEquipmentTime           PlayerEquipmentColumnTime     PlayerEquipmentWhereTime      ProcedureTime                 
0.0883763                     0.2258773                     0.0498456                     0.6351722                     1.9797647999999999            0.9762492                     0.0108294                     0.0724559                     
0.0589386                     0.231152                      0.0537783                     0.6603631                     2.1397471                     0.9867685                     0.0111852                     0.0719887                     
0.0976164                     0.2207041                     0.0493269                     0.6270085                     1.9844855                     0.9765202                     0.0133914                     0.1138192                     
0.0975079                     0.2388013                     0.0374214                     0.6263475                     2.0112543                     1.0034663                     0.0114963                     0.0737093                     
0.0573747                     0.2324163                     0.0363548                     0.6326988                     1.9783531                     0.9467728                     0.0111053                     0.0733496                     
0.0928051                     0.2245795                     0.0544346                     0.6304713                     2.0048877                     0.9797862                     0.0110964                     0.0740983                     
0.0484394                     0.2367016                     0.033589                      0.6385143                     1.9616687000000002            0.9892797                     0.0104823                     0.0719764                     
0.0897667                     0.227696                      0.0565643                     0.6342649                     1.9564561999999999            0.9758605                     0.0109474                     0.0762055                     
0.0941149                     0.2314104                     0.0412694                     0.6622616                     2.0391031                     0.9815163                     0.0109663                     0.0735362                     
0.0900228                     0.236595                      0.0369759                     0.6187455                     1.9728669                     1.0268368                     0.0122713                     0.0745236                     
